circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
346 chr7:18666213|18666476	chr7	18666213	18666476	6	4_4_0	0	1	exon	ENSG00000048052.21,	+	E00500:175:HHYKLCCXY:5:1204:26768:29296,E00500:175:HHYKLCCXY:5:1210:7760:69432,E00500:175:HHYKLCCXY:5:2113:14123:8411,E00500:175:HHYKLCCXY:5:2207:28595:70258,E00500:175:HHYKLCCXY:5:2219:30350:36522,E00500:175:HHYKLCCXY:5:2223:20375:16463,
347 chr7:24623666|24641868	chr7	24623666	24641868	47	24_28_9	120	0.439	exon	ENSG00000105926.15,	+	E00500:175:HHYKLCCXY:5:1101:22424:10626,E00500:175:HHYKLCCXY:5:1102:24150:26765,E00500:175:HHYKLCCXY:5:1106:9841:14318,E00500:175:HHYKLCCXY:5:1106:22414:73088,E00500:175:HHYKLCCXY:5:1108:29041:34992,E00500:175:HHYKLCCXY:5:1110:21298:53996,E00500:175:HHYKLCCXY:5:1110:21501:54242,E00500:175:HHYKLCCXY:5:1117:6258:17992,E00500:175:HHYKLCCXY:5:1202:21846:59798,E00500:175:HHYKLCCXY:5:1206:9912:12191,E00500:175:HHYKLCCXY:5:1209:10531:45400,E00500:175:HHYKLCCXY:5:1210:7517:65634,E00500:175:HHYKLCCXY:5:1215:13809:11769,E00500:175:HHYKLCCXY:5:1217:4503:14916,E00500:175:HHYKLCCXY:5:1219:30371:12121,E00500:175:HHYKLCCXY:5:1220:20425:33885,E00500:175:HHYKLCCXY:5:1220:20933:58567,E00500:175:HHYKLCCXY:5:1223:10409:18748,E00500:175:HHYKLCCXY:5:2104:29203:39528,E00500:175:HHYKLCCXY:5:2105:27428:20629,E00500:175:HHYKLCCXY:5:2106:26626:51131,E00500:175:HHYKLCCXY:5:2107:11718:56176,E00500:175:HHYKLCCXY:5:2107:20547:63665,E00500:175:HHYKLCCXY:5:2115:6745:7726,E00500:175:HHYKLCCXY:5:2117:4198:29683,E00500:175:HHYKLCCXY:5:2119:13200:31177,E00500:175:HHYKLCCXY:5:2124:9029:27995,E00500:175:HHYKLCCXY:5:2206:11809:7357,E00500:175:HHYKLCCXY:5:2209:24190:50463,E00500:175:HHYKLCCXY:5:2210:25378:70838,E00500:175:HHYKLCCXY:5:2213:26626:42903,E00500:175:HHYKLCCXY:5:2213:27011:43993,E00500:175:HHYKLCCXY:5:2213:27468:63279,E00500:175:HHYKLCCXY:5:2214:23216:71664,E00500:175:HHYKLCCXY:5:2217:30746:31195,E00500:175:HHYKLCCXY:5:2219:28767:13035,E00500:175:HHYKLCCXY:5:2219:29894:13474,E00500:175:HHYKLCCXY:5:2219:6380:30228,E00500:175:HHYKLCCXY:5:2224:5589:58567,E00500:175:HHYKLCCXY:5:1103:13372:15197,E00500:175:HHYKLCCXY:5:1103:5792:71928,E00500:175:HHYKLCCXY:5:1113:31000:53153,E00500:175:HHYKLCCXY:5:2110:17269:40302,E00500:175:HHYKLCCXY:5:2114:22039:69590,E00500:175:HHYKLCCXY:5:2212:19076:48283,E00500:175:HHYKLCCXY:5:2218:27722:42306,E00500:175:HHYKLCCXY:5:2220:15625:32320,
348 chr7:29923956|29969068	chr7	29923956	29969068	5	4_4_0	11	0.476	exon	ENSG00000136193.16,	-	E00500:175:HHYKLCCXY:5:1120:20527:13773,E00500:175:HHYKLCCXY:5:1121:12682:39598,E00500:175:HHYKLCCXY:5:2211:11241:69871,E00500:175:HHYKLCCXY:5:2218:12195:43009,E00500:175:HHYKLCCXY:5:2222:26494:16727,
349 chr7:35667434|35673278	chr7	35667434	35673278	52	31_16_13	5	0.954	exon	ENSG00000122557.9,	-	E00500:175:HHYKLCCXY:5:1103:19015:68324,E00500:175:HHYKLCCXY:5:1106:14661:64369,E00500:175:HHYKLCCXY:5:1107:12357:14986,E00500:175:HHYKLCCXY:5:1107:9638:34641,E00500:175:HHYKLCCXY:5:1111:28503:70416,E00500:175:HHYKLCCXY:5:1203:14864:50375,E00500:175:HHYKLCCXY:5:1204:25560:30826,E00500:175:HHYKLCCXY:5:1212:9699:30175,E00500:175:HHYKLCCXY:5:1212:18243:69484,E00500:175:HHYKLCCXY:5:1212:17756:69555,E00500:175:HHYKLCCXY:5:1215:10845:43308,E00500:175:HHYKLCCXY:5:1221:15077:11646,E00500:175:HHYKLCCXY:5:1221:1955:71928,E00500:175:HHYKLCCXY:5:1224:3265:30140,E00500:175:HHYKLCCXY:5:1224:26778:34096,E00500:175:HHYKLCCXY:5:2103:31000:61767,E00500:175:HHYKLCCXY:5:2105:11596:64228,E00500:175:HHYKLCCXY:5:2107:16478:61327,E00500:175:HHYKLCCXY:5:2112:9557:60061,E00500:175:HHYKLCCXY:5:2114:31964:54823,E00500:175:HHYKLCCXY:5:2114:20456:67797,E00500:175:HHYKLCCXY:5:2116:20222:55825,E00500:175:HHYKLCCXY:5:2118:2950:40284,E00500:175:HHYKLCCXY:5:2120:27387:31248,E00500:175:HHYKLCCXY:5:2123:19664:24761,E00500:175:HHYKLCCXY:5:2202:3549:22053,E00500:175:HHYKLCCXY:5:2202:15016:46138,E00500:175:HHYKLCCXY:5:2207:9678:32742,E00500:175:HHYKLCCXY:5:2207:20872:56282,E00500:175:HHYKLCCXY:5:2209:16955:32267,E00500:175:HHYKLCCXY:5:2209:16985:32461,E00500:175:HHYKLCCXY:5:2210:18832:53522,E00500:175:HHYKLCCXY:5:2213:24403:39967,E00500:175:HHYKLCCXY:5:2216:23997:12683,E00500:175:HHYKLCCXY:5:2216:17015:71822,E00500:175:HHYKLCCXY:5:1106:22546:11646,E00500:175:HHYKLCCXY:5:1106:10368:73352,E00500:175:HHYKLCCXY:5:1107:4452:7374,E00500:175:HHYKLCCXY:5:1113:11403:57882,E00500:175:HHYKLCCXY:5:1114:32197:4350,E00500:175:HHYKLCCXY:5:1205:5101:45769,E00500:175:HHYKLCCXY:5:1216:3041:61608,E00500:175:HHYKLCCXY:5:1223:8105:11664,E00500:175:HHYKLCCXY:5:2107:14357:70803,E00500:175:HHYKLCCXY:5:2118:7628:60483,E00500:175:HHYKLCCXY:5:2124:9516:10908,E00500:175:HHYKLCCXY:5:2124:9770:10925,E00500:175:HHYKLCCXY:5:2208:16346:47351,E00500:175:HHYKLCCXY:5:2208:18071:49320,E00500:175:HHYKLCCXY:5:2209:27296:3770,E00500:175:HHYKLCCXY:5:2213:18741:36979,E00500:175:HHYKLCCXY:5:2218:6553:66003,
350 chr7:44645327|44647759	chr7	44645327	44647759	238	94_67_27	51	0.903	exon	ENSG00000105953.14,	+	E00500:175:HHYKLCCXY:5:1103:10510:42376,E00500:175:HHYKLCCXY:5:1103:5923:73106,E00500:175:HHYKLCCXY:5:1104:8186:7304,E00500:175:HHYKLCCXY:5:1104:9080:69607,E00500:175:HHYKLCCXY:5:1105:30807:8622,E00500:175:HHYKLCCXY:5:1106:6634:46244,E00500:175:HHYKLCCXY:5:1106:6542:46296,E00500:175:HHYKLCCXY:5:1106:9993:49250,E00500:175:HHYKLCCXY:5:1107:27285:63947,E00500:175:HHYKLCCXY:5:1107:8501:71242,E00500:175:HHYKLCCXY:5:1108:20689:16410,E00500:175:HHYKLCCXY:5:1108:6664:63068,E00500:175:HHYKLCCXY:5:1108:21156:71893,E00500:175:HHYKLCCXY:5:1109:25012:60360,E00500:175:HHYKLCCXY:5:1110:14489:23460,E00500:175:HHYKLCCXY:5:1110:25134:51711,E00500:175:HHYKLCCXY:5:1111:13474:45576,E00500:175:HHYKLCCXY:5:1111:18182:63296,E00500:175:HHYKLCCXY:5:1111:21054:70381,E00500:175:HHYKLCCXY:5:1112:25682:13140,E00500:175:HHYKLCCXY:5:1113:3731:25640,E00500:175:HHYKLCCXY:5:1114:4827:37735,E00500:175:HHYKLCCXY:5:1114:25824:48300,E00500:175:HHYKLCCXY:5:1114:8998:53504,E00500:175:HHYKLCCXY:5:1115:12104:53821,E00500:175:HHYKLCCXY:5:1116:26179:45716,E00500:175:HHYKLCCXY:5:1118:3386:41778,E00500:175:HHYKLCCXY:5:1119:8197:37735,E00500:175:HHYKLCCXY:5:1120:2595:16815,E00500:175:HHYKLCCXY:5:1120:4188:18203,E00500:175:HHYKLCCXY:5:1120:13230:28242,E00500:175:HHYKLCCXY:5:1120:11657:47070,E00500:175:HHYKLCCXY:5:1120:12855:47457,E00500:175:HHYKLCCXY:5:1120:31639:67832,E00500:175:HHYKLCCXY:5:1120:31467:68658,E00500:175:HHYKLCCXY:5:1121:15950:46279,E00500:175:HHYKLCCXY:5:1121:28544:56000,E00500:175:HHYKLCCXY:5:1121:10815:63613,E00500:175:HHYKLCCXY:5:1122:17289:67023,E00500:175:HHYKLCCXY:5:1123:24566:13562,E00500:175:HHYKLCCXY:5:1123:31893:22845,E00500:175:HHYKLCCXY:5:1201:18862:30123,E00500:175:HHYKLCCXY:5:1201:9942:34395,E00500:175:HHYKLCCXY:5:1201:4604:58022,E00500:175:HHYKLCCXY:5:1201:4472:58286,E00500:175:HHYKLCCXY:5:1203:16538:39247,E00500:175:HHYKLCCXY:5:1203:15615:53469,E00500:175:HHYKLCCXY:5:1204:23754:50867,E00500:175:HHYKLCCXY:5:1204:25520:50973,E00500:175:HHYKLCCXY:5:1205:2737:5950,E00500:175:HHYKLCCXY:5:1205:11606:8868,E00500:175:HHYKLCCXY:5:1205:12987:15830,E00500:175:HHYKLCCXY:5:1206:7101:44907,E00500:175:HHYKLCCXY:5:1207:20862:4192,E00500:175:HHYKLCCXY:5:1207:30157:20577,E00500:175:HHYKLCCXY:5:1207:7324:22757,E00500:175:HHYKLCCXY:5:1207:21887:27556,E00500:175:HHYKLCCXY:5:1208:2412:12033,E00500:175:HHYKLCCXY:5:1209:24180:62681,E00500:175:HHYKLCCXY:5:1210:7040:30492,E00500:175:HHYKLCCXY:5:1210:7233:31353,E00500:175:HHYKLCCXY:5:1210:15524:47334,E00500:175:HHYKLCCXY:5:1211:17178:15918,E00500:175:HHYKLCCXY:5:1212:9678:18432,E00500:175:HHYKLCCXY:5:1212:23602:18537,E00500:175:HHYKLCCXY:5:1212:26078:36750,E00500:175:HHYKLCCXY:5:1212:16366:53610,E00500:175:HHYKLCCXY:5:1213:24383:56422,E00500:175:HHYKLCCXY:5:1213:24251:57003,E00500:175:HHYKLCCXY:5:1213:3752:71207,E00500:175:HHYKLCCXY:5:1214:31609:21579,E00500:175:HHYKLCCXY:5:1214:23876:23407,E00500:175:HHYKLCCXY:5:1214:28219:24884,E00500:175:HHYKLCCXY:5:1214:15463:44978,E00500:175:HHYKLCCXY:5:1214:7314:50797,E00500:175:HHYKLCCXY:5:1216:27823:4262,E00500:175:HHYKLCCXY:5:1216:2240:13457,E00500:175:HHYKLCCXY:5:1216:2006:14951,E00500:175:HHYKLCCXY:5:1216:23023:52133,E00500:175:HHYKLCCXY:5:1216:23094:52397,E00500:175:HHYKLCCXY:5:1217:3742:26009,E00500:175:HHYKLCCXY:5:1217:12185:33041,E00500:175:HHYKLCCXY:5:1217:13727:62364,E00500:175:HHYKLCCXY:5:1217:11221:66425,E00500:175:HHYKLCCXY:5:1218:22110:62505,E00500:175:HHYKLCCXY:5:1219:13991:28716,E00500:175:HHYKLCCXY:5:1219:13981:48388,E00500:175:HHYKLCCXY:5:1220:14499:58602,E00500:175:HHYKLCCXY:5:1221:8724:69027,E00500:175:HHYKLCCXY:5:1222:15006:7023,E00500:175:HHYKLCCXY:5:1222:2422:19786,E00500:175:HHYKLCCXY:5:1222:21115:33252,E00500:175:HHYKLCCXY:5:1222:23784:53979,E00500:175:HHYKLCCXY:5:1223:24911:22071,E00500:175:HHYKLCCXY:5:1223:4939:37260,E00500:175:HHYKLCCXY:5:1223:31497:47193,E00500:175:HHYKLCCXY:5:1223:28584:56211,E00500:175:HHYKLCCXY:5:1224:16762:18432,E00500:175:HHYKLCCXY:5:1224:7608:46701,E00500:175:HHYKLCCXY:5:1224:17523:57372,E00500:175:HHYKLCCXY:5:2101:3072:21790,E00500:175:HHYKLCCXY:5:2101:15331:65951,E00500:175:HHYKLCCXY:5:2102:20679:65265,E00500:175:HHYKLCCXY:5:2102:26524:68324,E00500:175:HHYKLCCXY:5:2104:25408:52221,E00500:175:HHYKLCCXY:5:2105:17015:6144,E00500:175:HHYKLCCXY:5:2105:7923:6179,E00500:175:HHYKLCCXY:5:2105:7892:6372,E00500:175:HHYKLCCXY:5:2105:10510:60448,E00500:175:HHYKLCCXY:5:2105:7689:72895,E00500:175:HHYKLCCXY:5:2106:20151:3700,E00500:175:HHYKLCCXY:5:2106:19796:8956,E00500:175:HHYKLCCXY:5:2106:9780:52783,E00500:175:HHYKLCCXY:5:2107:3254:24216,E00500:175:HHYKLCCXY:5:2107:25388:25991,E00500:175:HHYKLCCXY:5:2107:19542:34922,E00500:175:HHYKLCCXY:5:2107:8430:43765,E00500:175:HHYKLCCXY:5:2107:29153:47421,E00500:175:HHYKLCCXY:5:2107:13494:54119,E00500:175:HHYKLCCXY:5:2107:19948:69203,E00500:175:HHYKLCCXY:5:2109:14915:49197,E00500:175:HHYKLCCXY:5:2109:11566:54576,E00500:175:HHYKLCCXY:5:2109:12002:54594,E00500:175:HHYKLCCXY:5:2110:26007:44995,E00500:175:HHYKLCCXY:5:2112:11505:29543,E00500:175:HHYKLCCXY:5:2112:20872:56739,E00500:175:HHYKLCCXY:5:2112:24525:65177,E00500:175:HHYKLCCXY:5:2113:27823:33832,E00500:175:HHYKLCCXY:5:2113:11495:40178,E00500:175:HHYKLCCXY:5:2113:31578:68816,E00500:175:HHYKLCCXY:5:2114:27580:64738,E00500:175:HHYKLCCXY:5:2115:5944:18116,E00500:175:HHYKLCCXY:5:2115:9272:62558,E00500:175:HHYKLCCXY:5:2116:5193:42833,E00500:175:HHYKLCCXY:5:2117:30208:57161,E00500:175:HHYKLCCXY:5:2117:29406:58268,E00500:175:HHYKLCCXY:5:2119:19512:5370,E00500:175:HHYKLCCXY:5:2120:15503:11611,E00500:175:HHYKLCCXY:5:2120:15605:11681,E00500:175:HHYKLCCXY:5:2120:16031:11998,E00500:175:HHYKLCCXY:5:2120:30776:17324,E00500:175:HHYKLCCXY:5:2120:23734:20524,E00500:175:HHYKLCCXY:5:2122:19958:10222,E00500:175:HHYKLCCXY:5:2122:9090:12068,E00500:175:HHYKLCCXY:5:2122:11617:32092,E00500:175:HHYKLCCXY:5:2123:10033:17289,E00500:175:HHYKLCCXY:5:2123:8288:54242,E00500:175:HHYKLCCXY:5:2124:30675:47703,E00500:175:HHYKLCCXY:5:2201:13190:16428,E00500:175:HHYKLCCXY:5:2201:15189:16621,E00500:175:HHYKLCCXY:5:2201:20851:29841,E00500:175:HHYKLCCXY:5:2201:5162:50199,E00500:175:HHYKLCCXY:5:2202:21075:57899,E00500:175:HHYKLCCXY:5:2203:7446:10380,E00500:175:HHYKLCCXY:5:2203:16417:13615,E00500:175:HHYKLCCXY:5:2203:30381:52326,E00500:175:HHYKLCCXY:5:2204:11444:19522,E00500:175:HHYKLCCXY:5:2204:17634:66918,E00500:175:HHYKLCCXY:5:2205:25844:32795,E00500:175:HHYKLCCXY:5:2205:6492:52010,E00500:175:HHYKLCCXY:5:2206:19827:16885,E00500:175:HHYKLCCXY:5:2206:28706:26466,E00500:175:HHYKLCCXY:5:2206:28818:52783,E00500:175:HHYKLCCXY:5:2206:9171:55491,E00500:175:HHYKLCCXY:5:2207:21125:32250,E00500:175:HHYKLCCXY:5:2208:16721:11963,E00500:175:HHYKLCCXY:5:2208:10754:62277,E00500:175:HHYKLCCXY:5:2209:13149:40970,E00500:175:HHYKLCCXY:5:2211:4026:37647,E00500:175:HHYKLCCXY:5:2212:32207:21737,E00500:175:HHYKLCCXY:5:2213:25022:37805,E00500:175:HHYKLCCXY:5:2213:30726:48740,E00500:175:HHYKLCCXY:5:2213:24759:61151,E00500:175:HHYKLCCXY:5:2214:2473:12560,E00500:175:HHYKLCCXY:5:2214:5842:46947,E00500:175:HHYKLCCXY:5:2214:2727:54453,E00500:175:HHYKLCCXY:5:2214:12418:60835,E00500:175:HHYKLCCXY:5:2214:3062:72227,E00500:175:HHYKLCCXY:5:2215:25479:28259,E00500:175:HHYKLCCXY:5:2215:4056:51623,E00500:175:HHYKLCCXY:5:2216:6096:18274,E00500:175:HHYKLCCXY:5:2216:6096:39053,E00500:175:HHYKLCCXY:5:2216:19329:41409,E00500:175:HHYKLCCXY:5:2217:10135:17676,E00500:175:HHYKLCCXY:5:2217:26027:34729,E00500:175:HHYKLCCXY:5:2217:22424:58796,E00500:175:HHYKLCCXY:5:2217:13768:60712,E00500:175:HHYKLCCXY:5:2217:13047:61011,E00500:175:HHYKLCCXY:5:2217:13514:61819,E00500:175:HHYKLCCXY:5:2218:28371:24304,E00500:175:HHYKLCCXY:5:2218:9993:67006,E00500:175:HHYKLCCXY:5:2218:24951:70768,E00500:175:HHYKLCCXY:5:2219:24698:4016,E00500:175:HHYKLCCXY:5:2219:25175:4421,E00500:175:HHYKLCCXY:5:2219:5294:24937,E00500:175:HHYKLCCXY:5:2219:12621:42903,E00500:175:HHYKLCCXY:5:2220:25459:12261,E00500:175:HHYKLCCXY:5:2220:25276:12367,E00500:175:HHYKLCCXY:5:2220:10825:57794,E00500:175:HHYKLCCXY:5:2220:10916:57917,E00500:175:HHYKLCCXY:5:2220:12286:72561,E00500:175:HHYKLCCXY:5:2222:10805:6179,E00500:175:HHYKLCCXY:5:2222:25743:65001,E00500:175:HHYKLCCXY:5:2224:28361:49672,E00500:175:HHYKLCCXY:5:2224:27833:52027,E00500:175:HHYKLCCXY:5:1101:17746:16305,E00500:175:HHYKLCCXY:5:1102:26494:40987,E00500:175:HHYKLCCXY:5:1102:18487:46912,E00500:175:HHYKLCCXY:5:1103:31193:40688,E00500:175:HHYKLCCXY:5:1110:29254:40178,E00500:175:HHYKLCCXY:5:1111:31659:21385,E00500:175:HHYKLCCXY:5:1111:10896:64245,E00500:175:HHYKLCCXY:5:1113:11393:57020,E00500:175:HHYKLCCXY:5:1114:31071:56581,E00500:175:HHYKLCCXY:5:1117:22790:60026,E00500:175:HHYKLCCXY:5:1117:22922:60290,E00500:175:HHYKLCCXY:5:1123:22100:30035,E00500:175:HHYKLCCXY:5:1124:15757:3682,E00500:175:HHYKLCCXY:5:1124:15879:3823,E00500:175:HHYKLCCXY:5:1124:3539:10187,E00500:175:HHYKLCCXY:5:1124:21430:41989,E00500:175:HHYKLCCXY:5:1208:15818:59165,E00500:175:HHYKLCCXY:5:1212:2818:42657,E00500:175:HHYKLCCXY:5:1214:18304:53944,E00500:175:HHYKLCCXY:5:1214:17888:54031,E00500:175:HHYKLCCXY:5:1214:18203:54366,E00500:175:HHYKLCCXY:5:1222:15270:10046,E00500:175:HHYKLCCXY:5:2107:31446:3120,E00500:175:HHYKLCCXY:5:2109:19167:39264,E00500:175:HHYKLCCXY:5:2109:18984:40460,E00500:175:HHYKLCCXY:5:2109:8653:65283,E00500:175:HHYKLCCXY:5:2204:2656:54717,E00500:175:HHYKLCCXY:5:2205:32360:35994,E00500:175:HHYKLCCXY:5:2206:18000:31828,E00500:175:HHYKLCCXY:5:2206:26342:41216,E00500:175:HHYKLCCXY:5:2213:23713:56071,E00500:175:HHYKLCCXY:5:2221:31913:54207,E00500:175:HHYKLCCXY:5:2221:31842:54260,
351 chr7:50726013|50727890	chr7	50726013	50727890	15	1_5_9	35	0.462	exon	ENSG00000106070.17,	-	E00500:175:HHYKLCCXY:5:1101:27082:42815,E00500:175:HHYKLCCXY:5:1109:5122:24603,E00500:175:HHYKLCCXY:5:1109:6603:48054,E00500:175:HHYKLCCXY:5:1114:28189:14529,E00500:175:HHYKLCCXY:5:1119:14113:50726,E00500:175:HHYKLCCXY:5:1205:6725:17571,E00500:175:HHYKLCCXY:5:1219:22475:42745,E00500:175:HHYKLCCXY:5:2110:26595:67814,E00500:175:HHYKLCCXY:5:2113:9272:39387,E00500:175:HHYKLCCXY:5:2202:23602:35274,E00500:175:HHYKLCCXY:5:1107:26707:23917,E00500:175:HHYKLCCXY:5:1215:29072:62013,E00500:175:HHYKLCCXY:5:2107:31487:10925,E00500:175:HHYKLCCXY:5:2124:26595:33393,E00500:175:HHYKLCCXY:5:2206:22090:45066,
352 chr7:65979399|65980409	chr7	65979399	65980409	6	6_4_0	28	0.300	exon	ENSG00000169919.16,	-	E00500:175:HHYKLCCXY:5:1119:26321:48177,E00500:175:HHYKLCCXY:5:1204:26281:6583,E00500:175:HHYKLCCXY:5:2112:29041:63472,E00500:175:HHYKLCCXY:5:2116:3062:21842,E00500:175:HHYKLCCXY:5:1118:17898:69484,E00500:175:HHYKLCCXY:5:2217:28392:55596,
353 chr7:67098541|67117618	chr7	67098541	67117618	25	4_11_1	2	0.962	exon	ENSG00000198874.12,	+	E00500:175:HHYKLCCXY:5:1216:19086:66127,E00500:175:HHYKLCCXY:5:2107:4340:45505,E00500:175:HHYKLCCXY:5:2118:5741:22440,E00500:175:HHYKLCCXY:5:2202:24251:11541,E00500:175:HHYKLCCXY:5:1101:27072:8693,E00500:175:HHYKLCCXY:5:1101:27285:9062,E00500:175:HHYKLCCXY:5:1105:11140:49408,E00500:175:HHYKLCCXY:5:1107:13849:5300,E00500:175:HHYKLCCXY:5:1123:23104:72174,E00500:175:HHYKLCCXY:5:1209:16396:18045,E00500:175:HHYKLCCXY:5:1209:22120:57213,E00500:175:HHYKLCCXY:5:1215:25784:8886,E00500:175:HHYKLCCXY:5:1216:19055:66250,E00500:175:HHYKLCCXY:5:1217:22019:34746,E00500:175:HHYKLCCXY:5:1218:30015:17061,E00500:175:HHYKLCCXY:5:1220:15168:61696,E00500:175:HHYKLCCXY:5:2103:12733:14336,E00500:175:HHYKLCCXY:5:2105:19481:48388,E00500:175:HHYKLCCXY:5:2116:3153:27310,E00500:175:HHYKLCCXY:5:2116:2493:27644,E00500:175:HHYKLCCXY:5:2116:23267:36733,E00500:175:HHYKLCCXY:5:2116:23602:37102,E00500:175:HHYKLCCXY:5:2205:21846:31353,E00500:175:HHYKLCCXY:5:2218:15290:35115,E00500:175:HHYKLCCXY:5:2218:24718:66918,
354 chr7:74187611|74189918	chr7	74187611	74189918	5	4_3_0	4	0.714	exon	ENSG00000106682.14,	+	E00500:175:HHYKLCCXY:5:1116:32319:62153,E00500:175:HHYKLCCXY:5:1203:14641:48230,E00500:175:HHYKLCCXY:5:1209:2189:41251,E00500:175:HHYKLCCXY:5:2124:31233:49654,E00500:175:HHYKLCCXY:5:1210:15168:45312,
355 chr7:75548891|75554526	chr7	75548891	75554526	2	1_0_2	5	0.444	exon	ENSG00000127946.16,	-	E00500:175:HHYKLCCXY:5:2124:20009:25886,E00500:175:HHYKLCCXY:5:2209:22191:44257,
356 chr7:77951617|77953894	chr7	77951617	77953894	2	1_2_1	1	0.800	exon	ENSG00000006576.16,	+	E00500:175:HHYKLCCXY:5:2118:9577:52678,E00500:175:HHYKLCCXY:5:2203:6989:6003,
357 chr7:84129123|84194668	chr7	84129123	84194668	17	4_11_6	95	0.264	exon	ENSG00000075213.10,	-	E00500:175:HHYKLCCXY:5:1105:19451:47140,E00500:175:HHYKLCCXY:5:1203:20344:34025,E00500:175:HHYKLCCXY:5:1210:28006:45365,E00500:175:HHYKLCCXY:5:1212:13504:15391,E00500:175:HHYKLCCXY:5:1214:12469:34693,E00500:175:HHYKLCCXY:5:1219:23602:49338,E00500:175:HHYKLCCXY:5:2109:7852:11330,E00500:175:HHYKLCCXY:5:2109:22110:47351,E00500:175:HHYKLCCXY:5:2109:28178:69783,E00500:175:HHYKLCCXY:5:2118:9354:67164,E00500:175:HHYKLCCXY:5:2119:30056:15795,E00500:175:HHYKLCCXY:5:2203:23663:20542,E00500:175:HHYKLCCXY:5:2216:13595:23319,E00500:175:HHYKLCCXY:5:2219:21511:56510,E00500:175:HHYKLCCXY:5:1216:26027:25833,E00500:175:HHYKLCCXY:5:1216:25915:25921,E00500:175:HHYKLCCXY:5:1216:25591:25991,
358 chr7:90908401|90955817	chr7	90908401	90955817	2	1_2_1	22	0.154	intron	ENSG00000058091.16,	+	E00500:175:HHYKLCCXY:5:1220:12479:61398,E00500:175:HHYKLCCXY:5:2206:17939:54647,
359 chr7:94618758|94629841	chr7	94618758	94629841	3	3_3_0	2	0.750	exon	ENSG00000127990.15,	-	E00500:175:HHYKLCCXY:5:1201:6735:72825,E00500:175:HHYKLCCXY:5:1216:7659:70416,E00500:175:HHYKLCCXY:5:2214:4269:9097,
360 chr7:99045698|99047882	chr7	99045698	99047882	4	2_3_1	7	0.533	exon	ENSG00000198742.9,	-	E00500:175:HHYKLCCXY:5:1211:28290:4438,E00500:175:HHYKLCCXY:5:2205:10074:63630,E00500:175:HHYKLCCXY:5:1102:2250:21174,E00500:175:HHYKLCCXY:5:1204:6380:37612,
